"id","type","model","model_id","category","title","detail","url","status","priority","created","modified"
"54","ブログ","BlogPost","29","マネジメント","【初開催！】実体験で経営を学ぶ〜マネジメントゲーム講座","講座についてどんなに素晴らしいアイディアや、夢があったとしても、ビジネスとして成り立たなければ存続はもとより、スタート自体も難しいです。AIPではスタートアップ支援(コミュニティ支援)や、社内での新規構築ビジネスに関する講座等をこれまでも行ってきましたが、新たに経営に関して実体験を通じて学ぶことのできる「マネジメントゲーム講座」をご提供いたします。マネジメントゲームを通じて、「会社」というものを、「経営」「経理」というものを、実際に経営者にならないと体験できない部分を疑似体験することができます。ソフトバンクの孫社長もマネジメントゲームの効果を高く評価しています。（※参考資料参照）「本当に私自身がソフトバンクを創業してから何度となくMGのあの時の戦い方の感じからすると、新しいソフトバンクの商品の料金プランはこうすべきだ（と考えてきた）」経営・経理を単なる知識ではなく、実践を通して学びたい方に最適の講座です。起業を目指している方、経営者・経営幹部の方、これから社内のコアメンバーとして期待する社員の方等には必須といってもいい内容ですが、新入社員や経理スタッフにも十分効果がある講座となっています。※急遽実施することになりました初開催講座のため、特別価格にてご提供させて頂きます！マネジメントゲームとはマネジメントゲームとは、経営シミュレーションを通して経営戦略・経営用語をゲーム感覚で学ぶことができるビジネスゲームのことです。昭和51年に西順一郎氏がソニーCDIで開発した経営教育の手法で、チームで行うのではなく「一人経営」型を取るもので、そのために負荷は大きいですが効果も抜群なものです。講座では「モノポリー」「人生ゲーム」「プレイボス」等をベースにした企業ミニチュアを使用します。「会社」というものがひとつの盤に収まって具体的に目に見える形になることが大きな特徴です。また「情報システム」として企業会計原則・原価計算基準を本格採用したアカデミックな会計システムを備えているのも特徴です。&nbsp;さらに、ゲームに思想と科学と作者の企業体験を盛り込むことで、受講者は企業の大ワク、利益の構造、活きた経営学、活きた会計学をみにつけることができます。知識教育ではなく、能力の涵養を主眼とするため、「理入（知識教育）」ではなく、「行入（体験学習）」を基本としています。前述の通り、マネジメントゲームはチームで行うものではなく、一人の力で会社を複数期運営していくものです。すべてを自分で意思決定しいくため、会社、経営・経理というものの隅々まで目を配らせ、理解することができます。すでに経営者・経営幹部の方々でも、実際に会社・経営の隅々まで理解することは難しいものです。マネジメントゲームでは自身の関わる会社・経営のさらなる理解のためにも非常に効果があるものです（現実世界よりも厳しい・難しい、とおっしゃる経営者の方もいらっしゃいます）。教育効果マネジメントゲームがもっている科学的な教育システムは、全員経営を目指し、個人個人を育成し、会社を強くするものです。２日間の講座では、すべての人がたった１人で５期の会社経営を行いますが、落ちこぼれを作らないものになっています。経営者、経営幹部から新入社員まで、自分のレベルに合わせた自己鍛錬が可能です。会社の仕組み、営業センス、決算処理など、会社経営の流れを一通りすべて経験し、体感することで経営者感覚を磨いていくことができます。マネジメントゲームを通じて、以下の用語を実際に体験し、学ぶことができます。企業方程式損益分岐点F（経費）F4（戦略費）リスクカード・得損減価償却自己資本比率中間決済はなぜするのか？G（営業G・経常G・純G）次繰分析は移動年計Q up 5 原則また経営計画書を作成できるようになります。マネシメントゲームはゲーム中と決算処理中との2部1セットで1期（1年分）になっています。利益を出すために必要な経営計画の作成は、「経営は逆算である」の考えのもの自分で行います。また、ゲーム途中で行う中間決算の結果からの決算予測の立て方などを実践することで、自社の経営の大いに役立つ知識が身につきます。講座では、2日で5年分の会社経営を行うことができます。様々な戦略、戦術に挑戦してたくさんの失敗をし、会社を倒産させながら、数多くの学びを得ることができます。マネジメントゲームでの学びは以下のように言われています。25期　・・・　経理がわかる50期　・・・　経営がわかる75期　・・・　戦略がわかる100期　・・・　人間が変わるまずは2日間の5期、実際に体験されてみてはいかがでしょうか。参考資料ソフトバンクアカデミア特別講義　孫氏によるマネジメントゲームについて（ustream）その１ソフトバンクアカデミア特別講義　孫氏によるマネジメントゲームについて（ustream）その２内容1日目?　 &nbsp;9:30　講座開始　10:00　1期開始　11:00　マトリックス（決算）　12:00　昼食　13:00　2期開始　14:00　マトリックス　15:00　3期開始　16:00　マトリックス　17:00　戦略講義／&nbsp;経営計画　18:30　解散　19:00　交流会(参加任意：実費)　21:00　交流会終了　2日目?　 &nbsp;9:30　4期開始　10:00　経営計画／中間決算　11:00　マトリックス　12:00　昼食　13:00　ビジネスパワー分析　14:00　5期開始　15:00　マトリックス　16:00　講義　18:00　解散講師内海 和憲 氏株式会社ヒューマングループ 代表取締役1950年生まれ。大学卒業と同時にヒッチハイクで世界一周。佐世保交通産業入社（現ヒューマングループ）後、徳田虎雄理事長と出逢い、全力投球とネバーギブアップの精神を学ぶ。1989年、社団法人佐世保青年会議所 第36代理事長。同年、ヒューマングループ代表取締役に就任。代表就任後は、全員経営・全員コンピューターを合い言葉にマネージメント進化を開始し、様々な人やものごととの出逢いに学びを得ながら経営ノウハウへと展開していく。1995年、法務大臣より感謝状を授与。2001年、情報化促進貢献企業等表彰、経済産業大臣表彰。2003年、全指連第6次長期ビジョン幹事長（46都道府県訪問）。趣味はトライアスロンチャレンジ！グループが創立60周年を迎えた2013 年、ハワイトライアスロンへチャレンジし、みごと完走。2013年12月佐世保市教育委員就任、2014年3月第5代目佐世保青年会議所OB会会長に就任。&nbsp;吉原 英令 氏ピー エム シー マイブレーン　代表1953年生まれ。九州大学法学部卒業。1986年マネジメントゲームのインストラクター習得、マネジメントゲーム研修の定期開催を開始。1990年中小企業診断士(商業部門)を取得、同年地域密着型のコンサルティングを目的として、「ＰＭＣト―タルマネジメント（現PMCマイブレーン）」を設立。長崎地方裁判所佐世保簡易裁判所民事調停委員、販売士二級、三級の養成講習会講師（長崎県立大学佐世保校）。&nbsp;対象・前提知識経営者、経営幹部、起業予定者、経営に関する知識を身に付けたい方 等概要コース日数2日コース日程2015年8月8日（土）〜8月9日（日）研修会場福岡県Ruby・コンテンツ産業振興センター 5F セミナールーム〒812-0013 福岡市博多区博多駅東1-17-1 福岡県福岡東総合庁舎5階持参するもの筆記用具受講料　※初回実施講座のため、特別価格にてご提供させていただきます一般料金　100,000円(税抜)　&rarr;　60,000円(税抜)&nbsp;AIPメーリングリスト会員　60,000円(税抜)　&rarr;　50,000円(税抜)AIP会員　 48,000円(税抜)　&rarr;　45,000円(税抜)&nbsp;FISA・UOS・F&minus;Ruby会員　54,000円(税抜)　&rarr;　47,000円(税抜)?　※次回開催からは通常価格にての実施になります。お支払い方法お申し込み確認後、振込先及び振込金額をお知らせいたしますので 原則として前日までにお支払いください。また企業でのお申し込みの場合、開催月締め翌月末払いでのご請求処理も可能です。備考1日目の昼、2日目の昼についてはお弁当をご用意いたします。1日目の夜に受講者と講師、スタッフとの交流会(参加任意：実費)を行います。本講習を申し込む","/course/archives/5","1","0.5","2015-07-25 12:42:25","2015-09-26 14:53:44"
"56","ブログ","BlogPost","31","ファシリテーション","プロジェクト・ファシリテーション入門講座","講座についてプロジェクト・マネジメント(PM)が重要であることは多くの企業が理解していることですが、マネジメントだけでなく、体系化したプロジェクト現場を活性化させる為のプロジェクト・ファシリテーション(PF)の重要性が近年高まってきています。PMは成果を計画的に出して行く為の技術ですが、PFはプロジェクト現場を活性化し、モチベートし、協調関係を作る為に必要な技術です。プロジェクト・ファシリテーションの定義については下記リンクをご覧ください。　　●プロジェクト・ファシリテーションとは？&nbsp;　(オブラブ様のHPが開きます)講座内容当講座では、プロジェクト・ファシリテーター協会様よりご協力を頂き、プロジェクトをマネジメントする上で、マネージャやリーダーがチームに対してどのようにかかわるか、プロジェクト・ファシリテーションの視点から意識すべき点や具体的な方法を習得します。具体的な技術とその実践例の紹介と解説は座学を中心に行い、その内容を実践的に得るために体験型の演習を交えて行います。当講座を受講することで、プロジェクト・ファシリテーションの基礎を理解し、実際に実践できる知識を習得できます。内容詳細プロジェクト・ファシリテーションの基礎目的と役割、基本的な考え方価値や原則についてプロジェクト・ファシリテーションの活動代表的なプラクティスの紹介（かんばん、バーンダウンチャート、ふりかえり、朝会、その他）実践例の紹介実施時の課題と解決のためのポイントプロジェクトファシリテーションの実践プラクティス実践練習コミュニケーション技法の練習感覚的な能力を利用する練習　▼テキスト前回使用テキスト（PDFでご覧になれます）　▼講座内容参考サイトプロジェクト・ファシリテーター協会プロジェクト・ファシリテーター協会（Facebook）オブラブ&nbsp;- プロジェクトファシリテーションとはオブラブ - プロジェクトファシリテーション価値と原則編（PDF）オブラブ - プロジェクトファシリテーション実践編（PDF）参加された方の声午前中に座学、それを受けての午後からの実践でスムーズに理解が進んだ。感覚的にも学ぶことができた。「例の出し方」「質問への返し方」がとても参考になった。そのおかげで考えることが多くなり、良かった。目的&rarr;アプローチ&rarr;効果と体系化された内容で理解しやすかった。マネージャーをしていますが、なかなかメンバーのモチベーションが上がらず悩んでいました。これは人として人の心を動かし、楽しめるような考えが少ないからと分かりました。プロジェクトマネジメントを勉強中です。プロジェクトマネジメントだけでは味気なく、チームの力をより引き出すには何か違うと思っていたところで、プロジェクトファシリテーションを知れて大変ラッキーでした。業務に取り入れるのにお金がかかるわけではないので、今回学んだ手法はすぐに役立つと思います。　&nbsp;講師松本　潤二 氏プロジェクト・ファシリテーター協会 理事長 松本 潤二 氏1969年生まれ。2002年にアジャイルプロセス協議会運営委員、2007年に日本コーチ協会東京チャプターの幹事（代表幹事[2007])を務める。コーアクティブ・コーチングの認定資格(CPCC)を有する。2010年にプロジェクト・ファシリテーター協会を設立し理事長に就任、質の高いプロジェクト・ファシリテーターの育成を目的に活動する。現在はシステム開発のプロジェクトに参画し、プロジェクト・ファシリテーションの実践、導入や改善のコンサルティング、セミナーや、ワークショップを行う。対象・前提知識現在の状況に閉塞感を感じている方、よりよくしたいと思っている方プロジェクトメンバーや上司、お客様などとの関係を改善したい方プロジェクトを成功するための方法を探している方人材育成に携わっている方プロジェクト・ファシリテーターとして活動したい方プロジェクト・ファシリテータ認定取得を目指している方　※複数人が関わるプロジェクトチームに所属し、　　リーダーやマネージャおよびその候補者に最適です。概要コース日数１日（10:30〜17:00 / お昼休憩 1時間 / 5.5時間）コース日程2015年9月5日（土）研修会場福岡県Ruby・コンテンツ産業振興センター 5F 会議室5〒812-0013 福岡市博多区博多駅東1-17-1 福岡県福岡東総合庁舎5階持参するもの筆記用具受講料一般料金　50,000円(税抜)&nbsp;AIPメーリングリスト会員　30,000円(税抜)AIP会員　 24,000円（税抜）&nbsp;FISA・UOS・F&minus;Ruby会員　27,000円(税抜)お支払い方法お申し込み確認後、振込先及び振込金額をお知らせいたしますので 原則として前日までにお支払いください。また企業でのお申し込みの場合、開催月締め翌月末払いでのご請求処理も可能です。備考教室内でのご自身の機器（ノートPCなど）のご使用は自由です。（無料WiFi有）本講習を申し込む&nbsp;","/course/archives/6","1","0.5","2015-08-07 10:11:47","2015-09-26 14:53:14"
"59","ブログ","BlogPost","34","講座","実践型ICT人材育成講座 〜 全11回","講座情報が入ります","/course/archives/7","1","0.5","2015-08-18 11:02:36","2015-09-26 15:27:07"
"60","ブログ","BlogPost","35","マネジメント","SEのための新規ビジネス構築講座","講座について国内のIT市場は、２０１５年問題や景気回復の影響で、かなりの人不足状態にあります。しかし、２０１８年以降を遠望すると、従来型の大型案件が一段落し、再び人余り状態になるのは各方面の予測が一致するところです。この数年の好況を好機と捉え、来るべき「新しいITの時代」への準備に着手する時期は、今をおいて他にありません。新しいITのキーワードは、「クラウド・モバイル・ビッグデータ・ソーシャル・Iot・AI」です。従来の技術に加え、これらの技術を身につけることで、受託型ビジネスを、より強固にしていくことができます。この講座では、日々業務にあたっているSEの方々が、大きな投資をせずに、今現在持ってる技術を活かしながら、新規事業に取り組んでいく方法をお伝えします。可能性は、既に皆さんの中にあります。この講座を通じて、その可能性を一緒に発見していきましょう。講座内容この講座は、SE（システムエンジニア）だけでなく、経営者や営業や新規事業を企画する立場の方も対象です。新規事業の職にあろうとなかろうと、現状を一歩進めて、新しいチャレンジをしたいという「志（少しで構いません）」を持った方に受講いただければと思います。新規事業というと「&rdquo;新しい顧客&rdquo;に、&rdquo;新しい技術&rdquo;を提案していく」、と考えがちですが、この講座では「従来の取引範囲」の中で「新しい市場」を獲得したり、創造したりする方法を学びます。IT業界のみならず、全ての産業が、同じ経済情勢の中で必死に経営努力を続けています。そこには、新しいITをからめた提案による現状打開が必要です。そのきっかけを作るのは、今現在、ITの世界に従事している「あなた自身」に他なりません。これからの企業経営改革は、経営者だけのものではなく、会社に属する全ての者の使命です。経営者、社員、それぞれ単独で「行き詰って」いることでも、志を高め、協力し合っていくことで、必ず現状を打開できます。自分の中に既にある「新しい価値を提案できる人材としての資質」を、一緒に発見していきましょう。内容詳細準備段階脳はだますもの 〜ヤル気の仕組み〜可能思考〜ラフにアウトプット 〜とにかく書き出すこと〜マーケティング編市場(マーケット)を考える 〜市場を発見する〜市場への即時対応を考える&nbsp;〜協力者(Collabolator)を見つける〜新事業内容の構築編新事業のアイデア 〜考えるトレーニング〜グループでブラッシュアップ 〜周囲の協力〜何が不足しているか、どう短期間で補完するか〜外部連携の重要性を知る〜ソーシャルメディア編人脈をつくる 〜Facebookの本格活用〜社内理解を得るためには 〜折れない心〜講師森 俊英 氏グローバルブレインズ株式会社 代表取締役社長同社は、エンタープライズ関連の受託開発に加え、各種ITコミュニティとの繋がりもとにWeb・モバイル、クラウドと、新規事業ドメインを展開中。ベンチャーではない「普通の地域IT企業」だからこそできる、新規事業への取り組みの「ロールモデル」となるべく、小粒ながら「エリア総合IT企業No.1（独立系）へ」をスローガンに掲げ事業推進中。地域貢献活動にも取り組んでおり、「ふくおかクラウドアライアンス（2012年8月発足）」を中心に、地域のIT利活用活動を推進中。※一社）福岡県情報サービス産業協会（FISA）の事業の一部【ブログ】毎日走るIT社長のブログ【主な外部団体活動】一社）クラウド利用促進機構（CUPA）ビジネスアドバイザ福岡県Ruby・コンテンツビジネス振興会議（福岡県）：顧問一社）福岡県情報サービス産業協会（FISA）：ビジネス開発委員長AIP（NPO）：事業推進副委員長Rubyビジネスコモンズ(NPO)：監事軽量Rubyフォーラム（NPO）：監事Jaws&minus;UG福岡：副代表Jaz&minus;UG福岡（ふくあず）：副代表福岡ITコーディネータ推進協議会：理事対象・前提知識「現状打破したい」という志を少しでも持っている方（年齢は問いません）facebookを人脈形成に使えないか、と考えている方概要コース日数１日（10:00〜17:00 / お昼休憩 1時間 / 6時間）コース日程2015年9月30日（水）研修会場AIMビル 7F セミナールーム北九州市小倉北区浅野1&minus;3&minus;7階※地下有料駐車場があります(詳細はこちらから)持参するもの筆記用具受講料15,000円(税抜)／16,200円(税込)※当講座は「実践型ICT人材育成講座〜全11回講座」での開催講座になりますので、通常価格より大幅に割引いた形でのご提供になります。※上記より、通常実施しております、各種割引については適用されませんので、予めご了承ください。お支払い方法お申し込み確認後、振込先及び振込金額をお知らせいたしますので 原則として前日までにお支払いください。また企業でのお申し込みの場合、開催月締め翌月末払いでのご請求処理も可能です。備考教室内でのご自身の機器（ノートPCなど）のご使用は自由です。本講習を申し込む&nbsp;","/course/archives/8","1","0.5","2015-08-24 17:22:43","2015-09-26 15:27:34"
"61","ブログ","BlogPost","36","マーケティング","今こそマスター マーケティング＆コンサル","講座について良いものを作れば売れる、という時代は終わっており、市場やユーザを把握、見据えてこそサービスは成り立ちます。インターネットの力が大きくなったとはいえ、古典的なマーケティングの知識は土台として必要であり、講座では基礎からソーシャルと利用したマーケティングまで幅広くかつ、豊富な事例をもとに学びます。講座内容単にシステムやサービスを提案する営業ではなく、お客様の問題解決を真にできる営業・コンサルに必要な知識・スキルを身につける講座です。古典定期なマーケティング知識から、最新のソーシャルを利用したマーケティングまで幅広く学べ、ひとつ上の営業・コンサルを目指す上で必要となる知識やポイントも学ぶことができます。コンサルティング経験豊富な現役コンサルが講師として、様々なケースを例に講座を行います。内容詳細マーケティング基礎マーケティングの定義マーケティングの基礎知識マーケティング実践マーケティング戦略マーケティング戦略〜立案のプロセス営業とコンサルの違いコンサルへのキャリアパスソーシャルメディアマーケティングソーシャルメディアとはソーシャルメディア活用事例&nbsp;-Facebook、Twitter、Ustream、youtube等提案作成のポイント効果的な提案書の書き方提案書作成演習講師杉山 隆志 氏株式会社cotode 代表取締役社長特定非営利活動法人AIP 事業担当理事アクセンチュア(11年) 〜 アビームコンサルティング(4年) 〜フライトシステムコンサルティング(5年)を経て現職。元々は自治体向けのシステムコンサルティングを中心に活動しており、小規模から大規模な様々なプロジェクトに参画。1,000人規模のプロジェクトマネージャーも経験。その後、フライトシステムコンサルティング内に、クリエイティブブランドS:III:Sを設立し、iPhone,Twitter等で楽しいサービスを積極的に展開。(iPhone Radio,ツイッタークライアントTweetMe 、大名なう #daimyo 等々)その後、福岡から世界に向けたサービスを世に問うために独立。 地方から日本を変えるをテーマに様々な地域ITコミュニティを支援。その一環として、NPO法人AIPの事業担当理事を務め、各種コミュニティ支援のための拠点AIPカフェを設立、運営中。天神・大名WiFi化、大名なうなどの活動は新聞・TVで地域ITコミュニティによる地域おこしの活動例として、情報通信白書・NHKや各種新聞など多種のメディアに取り上げられる。その後、武雄市における日本初の武雄市役所のホームページFaceBook化や自治体特選ストアなどのコンサルテーションを手がけ、現在は前武雄市長樋渡啓祐氏の樋渡社中にも関与。地域創生に今までの経験を活かし従事中。対象・前提知識マーケティングの基礎知識を習得したい方?現在主流のソーシャルメディアマーケティングについて知識を得たい方効果的な営業方法・提案書等を習得したい方概要コース日数１日（10:00〜17:00 / お昼休憩 1時間 / 6時間）コース日程2015年10月9日（金）研修会場AIMビル 7F セミナールーム北九州市小倉北区浅野1&minus;3&minus;7階※地下有料駐車場があります(詳細はこちらから)持参するもの筆記用具受講料15,000円(税抜)／16,200円(税込)※当講座は「実践型ICT人材育成講座〜全11回講座」での開催講座になりますので、通常価格より大幅に割引いた形でのご提供になります。※上記より、通常実施しております、各種割引については適用されませんので、予めご了承ください。お支払い方法お申し込み確認後、振込先及び振込金額をお知らせいたしますので 原則として前日までにお支払いください。また企業でのお申し込みの場合、開催月締め翌月末払いでのご請求処理も可能です。備考教室内でのご自身の機器（ノートPCなど）のご使用は自由です。本講習を申し込む&nbsp;","/course/archives/9","1","0.5","2015-08-24 18:01:16","2015-09-26 14:53:56"
"63","ブログ","BlogPost","38","イベント","9/12[土]開催！アイドルをハックする『アイドルハッカソン』 〜ハードウェア＆ソフトウェア　異分野を繋いでいくミートアップ〜 のお知らせ","ハードウェアだけを作るのでも、ソフトウェアだけを作るのでもなく、両方の技術をつないでいくために頭を絞るハッカソン(Hackthon)を開催します！ ハート?ウェア、ソフトウェアなと?の分野関係なく、仕事とも関係なく、たた?、たた?自分の興味ある分野や技術を試してアイドルをハックして何かを作りたい人に向けたハッカソン (Hackthon) の開催か?決定しました!また、そんな作りたくて、作りたくてしょうか?ない人達に向け、 ハート?ウェアの分野においては、会場に機材等を準備しますのて?、思う存分堪能くた?さい。機材についてはコチラを参照くた?さい。ハッカソン（Hackathon）とは「ハック（Hack）」と「マラソン（Marathon）」とを組み合わせた造語です。プログラマーなどが集まって、一人で黙々と作成するのも良し、グループを組んで作成するのも良しで、短期集中的にプログラムを作成して、新規性のある製品やサービスを開発したりする催し物になります。今回のテーマ「アイドル」をテーマとして、アイドルの可能性を拡げるハッカソンになります。「ファッション」&times;「アイドル」「アート」&times;「アイドル」「アクセサリー」&times;「アイドル」「テクノロジー」&times;「アイドル」など8/29[土]に「アイデアソン編」と称して、アイドル達と一緒にアイデアを出し合いましたが、改めてアイデアを考える時間も設けてますので、前回参加頂けなかった方でも参加できます！！＊追加情報があり次第随時更新してお知らせいたします。参加アイドル現時点の参加アイドル(予定)です。＊随時更新＊メンバー全員が参加ではありませんのでご注意ください。ヒペリカム(フラワードール)彩愛スマイルzero-dash開催概要日時2015年09月12日(土)　開始10:00〜(受付開始 9:30〜)会場TKPガーデンシティ天神住所福岡県福岡市中央区天神2-14-8 福岡天神センタービル 8Fアクセスhttp://www.kashikaigishitsu.net/facilitys/gc-tenjin/access/対象エンジニア、デザイナーなどのスキルをお持ちの方参加費無料募集人数30名主催福岡市運営特定非営利活動法人 AIP、特定非営利活動法人 QUEST後援九州朝日放送(KBC)協力龍玉会、Amazon Web Service、株式会社 アプレッソお申し込み先申込みページコチラより持参するもの開発に必要なパソコン、開発環境をご持参ください。会場側で準備する機材http://bit.ly/1tvAL3F注意事項他の参加者に迷惑や不快な思いをさせる方などはご退席いただくことがあります。日程とタイムスケジュール&nbsp;※内容は変更になることがあります。※定員達した場合は入場制限をさせて頂くことがあります。09:30〜開場10:00〜オープニング10:10〜アイデア出し or アイデア絞り11:00〜チームビルディング11:30〜アイデア発表(開発予定企画の発表)12:00〜昼食13:00〜ハッキングタイム19:00〜移動(大橋Cityボウル)19:30〜発表会(ライブ含む) &amp; 交流会〜21:00終了前回アイデアソン時の様子8/29[土]に「アイデアソン編」と称して、アイドル達と一緒にアイデアを出し合った様子です。アイドル&times;ITで福岡をもっと楽しくしよう！ 「アイドルアイデアソン」を開催しました！&nbsp;＊改めてアイデアを考える時間も設けてますので、前回参加頂けなかった方でも参加できます！！","/news/archives/10","1","0.5","2015-09-02 22:49:04","2015-09-26 14:58:53"
"65","ブログ","BlogPost","40","カテゴリB","山田 次郎 氏","コンテンツ・ディレクター(ワークス・ワークス所属)1980年後期より広告制作会社にてディレクターとして導入。説明文が入ります。説明文が入ります。説明文が入ります。説明文が入ります。担当講座今日からはじめるWeb講座 〜入門講座〜iOSアプリ開発入門講座iOSアプリ開発実践講座","/teacher/archives/4","1","0.5","2015-09-26 14:48:02","2015-09-26 14:48:20"
"66","ブログ","BlogPost","41","カテゴリB","田中 べっしー 氏","コンテンツ・ディレクター(ワークス・ワークス所属)1980年後期より広告制作会社にてディレクターとして導入。説明文が入ります。説明文が入ります。説明文が入ります。説明文が入ります。担当講座今日からはじめるWeb講座 〜入門講座〜iOSアプリ開発入門講座iOSアプリ開発実践講座","/teacher/archives/5","1","0.5","2015-09-26 14:48:36","2015-09-26 14:48:56"
